,ndcg_score
0,0.3065603792870812
1,0.30273507299024655
2,0.30151817749911064
3,0.30215869447111027
4,0.3007499431827205
5,0.30345050717596506
6,0.3001521139116681
7,0.3012196838660913
8,0.3010266689323779
9,0.3007199859246902
10,0.29854454149719906
11,0.2966604416657825
12,0.2970921841477706
13,0.29746765796730573
14,0.30093979725582326
15,0.2972419039978218
16,0.3055952005126102
17,0.3014946813976551
18,0.30359448382313475
19,0.30796960398163226
20,0.306499914470721
21,0.3029742385067114
22,0.304320659047217
23,0.30426189759168637
24,0.30414888939809065
25,0.30651844257123295
26,0.30722981552539863
27,0.3064401277159217
28,0.313049516343205
29,0.3085081054371468
30,0.30165535426769935
31,0.30278219774088644
32,0.30575174297299706
33,0.3091419146618061
34,0.3101023392427731
35,0.30632089699237663
36,0.3062431457762299
37,0.30721284071230176
38,0.3093966428010396
39,0.3134836928691911
40,0.3154785002677736
41,0.31136843941691356
42,0.30809233644246
43,0.3081920870145915
44,0.31159893967253244
45,0.30756262072556856
46,0.303841643009516
47,0.31433027134425656
48,0.31000379788561433
49,0.3092263627523645
50,0.3076071864954023
51,0.3087560948146328
52,0.30808274972848027
53,0.30687134652909354
54,0.30772167824435237
55,0.3102452685731923
56,0.2955152915064189
57,0.30681234212826775
58,0.31167236870023807
59,0.30788937478715045
60,0.3126594586694517
61,0.31369803172442284
62,0.3139559338049372
63,0.31668634144442315
64,0.3091052668003504
65,0.31714268567816456
66,0.3026619997344138
67,0.31077688711732937
68,0.3130984018821759
69,0.302004855563133
70,0.31499808913544886
71,0.31427454399090193
72,0.3138371779812929
73,0.3164003066699183
74,0.31350032910012715
75,0.31024357804331776
76,0.31363055192593314
77,0.3157450338695189
78,0.3180815028806312
79,0.3127880277164925
80,0.31598410392089915
81,0.3142409494800626
82,0.31105623187420123
83,0.3127435381151264
84,0.3139816799336523
85,0.31741623125180135
86,0.3053514829295984
87,0.3112572384652254
88,0.3135615665528114
89,0.31680260978205427
90,0.3189292970798306
91,0.31819809561980505
92,0.31937829029030934
93,0.3243263284310168
94,0.31637794806426317
95,0.31255581076494027
96,0.30790399225726417
97,0.31662280804973697
98,0.3104892861454274
99,0.3123173221462672
100,0.31744637025681155
101,0.3162331696368635
102,0.3196874535178803
103,0.3105025787391998
104,0.31608731089335906
105,0.32687873157249875
106,0.3235608628274846
107,0.3219649056514492
108,0.3261957384374056
109,0.31467278316008407
110,0.318644048140857
111,0.3164354727533864
112,0.3160745546321212
113,0.3257298837208626
114,0.32343781691326867
115,0.32139104228294546
116,0.3235966013554967
117,0.3173913007266114
118,0.3228603086265513
119,0.32585331004242396
120,0.3178822730281919
121,0.32690023321681394
122,0.3141625126835072
123,0.32601616277246936
124,0.32076000381671677
125,0.33025561169958434
126,0.3202998849038925
127,0.32304185103826644
128,0.3176910369486442
129,0.3153824064731669
130,0.3245436926698531
131,0.31924266582869476
132,0.32620093136052747
133,0.32617464421865844
134,0.33137759439244324
135,0.3239242468770768
136,0.32861265455443606
137,0.32915573158953426
138,0.33129081455228854
139,0.33776302109174516
140,0.3289999001194782
141,0.3243667987043623
142,0.32815294182002264
143,0.3344129349919232
144,0.32908038833887143
145,0.3308341721069625
146,0.33601804955267556
147,0.329101843380193
148,0.3315779236789144
149,0.32968788641305047
150,0.3192678493761214
151,0.32458495561393363
152,0.327611007764836
153,0.335103115564441
154,0.32799268891234623
155,0.32519850625210955
156,0.3247314738732829
157,0.324453371772831
158,0.33423034469395463
159,0.3230786921530598
160,0.32565130607026266
161,0.32324843079004584
162,0.32026284323437276
163,0.3257032803606801
164,0.3348687821960238
165,0.3227586506233948
166,0.3316495124594531
167,0.32876904985357364
168,0.33874395552859704
169,0.3329211542127104
